act,scene,character,dialogue,line_number,paraphrased
Act I,Scene II,Queen Gertrude,Seek for thy noble father in the dust:,261, Find your noble father in his grave.
Act I,Scene II,Queen Gertrude,"Thou know'st 'tis common; all that lives must die,",262," You know it's a common thing; everyone eventually passes away. (This is a rephrased version of a quote from William Shakespeare in ""Hamlet"", Act 3, Scene 1)"
Act I,Scene II,Queen Gertrude,Passing through nature to eternity.,263, Moving through the natural world towards the infinite.
Act I,Scene II,Hamlet,"Ay, madam, it is common.",264," Oh, ma'am, it's quite ordinary."
Act I,Scene II,Queen Gertrude,"If it be,",265, If it is
Act I,Scene II,Queen Gertrude,Why seems it so particular with thee?,266, Why is it so specific to you?
Act I,Scene II,Hamlet,"Seems, madam! nay it is; I know not 'seems.'",267," Appears to be, ma'am. I don't use ""appears."" I know not ""appears."""
Act I,Scene II,Hamlet,"'Tis not alone my inky cloak, good mother,",268," It's not just this ink-stained robe, dear mother."
Act I,Scene II,Hamlet,"Nor customary suits of solemn black,",269, No longer the traditional dark-colored attire for formal events
Act I,Scene II,Hamlet,"Nor windy suspiration of forced breath,",270, Not the noisy exhalation caused by forcing air out
Act I,Scene II,Hamlet,"No, nor the fruitful river in the eye,",271," No, not even a fertile river is within sight."
Act I,Scene II,Hamlet,"Nor the dejected 'havior of the visage,",272, Nor the downtrodden expression on one's face
Act I,Scene II,Hamlet,"Together with all forms, moods, shapes of grief,",273," Alongside every type, expression, and manifestation of sorrow"
Act I,Scene II,Hamlet,"That can denote me truly: these indeed seem,",274, Those genuinely appear to represent me accurately.
Act I,Scene II,Hamlet,For they are actions that a man might play:,275, These are activities a person could perform.
Act I,Scene II,Hamlet,But I have that within which passeth show;,276," However, I possess something that transcends appearances."
Act I,Scene II,Hamlet,These but the trappings and the suits of woe.,277, These are merely symbols and clothing of sorrow.
Act I,Scene II,King Claudius,"'Tis sweet and commendable in your nature, Hamlet,",278," It's very admirable of you, Hamlet, how kind-hearted and thoughtful you are."
Act I,Scene II,King Claudius,To give these mourning duties to your father:,279, To delegate these funeral tasks to your dad:
Act I,Scene II,King Claudius,"But, you must know, your father lost a father;",280," But, you should be aware, he also lost his own father."
Act I,Scene II,King Claudius,"That father lost, lost his, and the survivor bound",281," The losing father forfeited, forfeited his possessions, and the surviving one tied up"
Act I,Scene II,King Claudius,In filial obligation for some term,282," In my duty as a child, for a certain period of time."
Act I,Scene II,King Claudius,To do obsequious sorrow: but to persever,283," To show excessive, servile sadness; however, persist instead."
Act I,Scene II,King Claudius,In obstinate condolement is a course,284, In stubborn consolation lies a pathway (or way)
Act I,Scene II,King Claudius,Of impious stubbornness; 'tis unmanly grief;,285, Unwarranted obstinacy; it's unbecoming to grieve excessively.
Act I,Scene II,King Claudius,"It shows a will most incorrect to heaven,",286, It demonstrates an extremely unsuitable behavior towards Heaven.
Act I,Scene II,King Claudius,"A heart unfortified, a mind impatient,",287," An unguarded heart, a restless mind."
Act I,Scene II,King Claudius,An understanding simple and unschool'd:,288," A straightforward, self-taught comprehension:"
Act I,Scene II,King Claudius,For what we know must be and is as common,289," Whatever we understand should be and generally is, is quite common."
Act I,Scene II,King Claudius,"As any the most vulgar thing to sense,",290, As anything that's the most obscene to perceive
Act I,Scene II,King Claudius,Why should we in our peevish opposition,291, Why do we need to be so contrary?
Act I,Scene II,King Claudius,"Take it to heart? Fie! 'tis a fault to heaven,",292, Take it seriously? Absolutely not! It's a sin against heaven.
Act I,Scene II,King Claudius,"A fault against the dead, a fault to nature,",293," A wrong done to the deceased, a wrong done to the natural world."
Act I,Scene II,King Claudius,To reason most absurd: whose common theme,294," To hold the most illogical belief, sharing a consistent idea among them all"
Act I,Scene II,King Claudius,"Is death of fathers, and who still hath cried,",295," Have deceased fathers, and those who continue to weep for them"
Act I,Scene II,King Claudius,"From the first corse till he that died to-day,",296, From the initial course up until today's death.
Act I,Scene II,King Claudius,"'This must be so.' We pray you, throw to earth",297, This has to be true. Could you please confirm it?
Act I,Scene II,King Claudius,"This unprevailing woe, and think of us",298," This overwhelming sorrow, remember us."
Act I,Scene II,King Claudius,"As of a father: for let the world take note,",299," In regards to being a father: Please, everyone, pay attention,

or more casually and concisely:

Regarding my role as a father: Let's all be aware, shall we?"
Act I,Scene II,King Claudius,You are the most immediate to our throne;,300, You're next in line for the throne.
Act I,Scene II,King Claudius,And with no less nobility of love,301, And with equal grandeur of love
Act I,Scene II,King Claudius,"Than that which dearest father bears his son,",302," Nothing compares to the bond between a parent and their child, especially a father and his son."
Act I,Scene II,King Claudius,Do I impart toward you. For your intent,303," Am I sharing something with you, for your understanding?"
Act I,Scene II,King Claudius,"In going back to school in Wittenberg,",304, Returning to university in Wittenberg.
Act I,Scene II,King Claudius,It is most retrograde to our desire:,305, It significantly contradicts our intentions.
Act I,Scene II,King Claudius,"And we beseech you, bend you to remain",306, And we kindly ask you to continue staying
Act I,Scene II,King Claudius,"Here, in the cheer and comfort of our eye,",307," Here, in the warmth and familiarity of our sight."
Act I,Scene II,King Claudius,"Our chiefest courtier, cousin, and our son.",308," Our closest advisor, cousin, and heir."
Act I,Scene II,Queen Gertrude,"Let not thy mother lose her prayers, Hamlet:",309," Don't let your mother's prayers go unanswered, Hamlet."
Act I,Scene II,Queen Gertrude,"I pray thee, stay with us; go not to Wittenberg.",310," Please, don't leave us for Wittenberg. Stay here instead."
Act I,Scene II,Hamlet,"I shall in all my best obey you, madam.",311," I will do my best to follow your instructions, ma'am."
Act I,Scene II,King Claudius,"Why, 'tis a loving and a fair reply:",312, That's a kind and reasonable response.
Act I,Scene II,King Claudius,"Be as ourself in Denmark. Madam, come;",313," Be yourself here in Denmark, ma'am. Please come."
Act I,Scene II,King Claudius,This gentle and unforced accord of Hamlet,314," This effortless harmony between Hamlet and another character

OR

This easygoing agreement between Hamlet and someone else

(Note that it is not clear from the original line who 'Hamlet' is in accord with, so I provided two options.)"
Act I,Scene II,King Claudius,"Sits smiling to my heart: in grace whereof,",315," Smiling straight to my heart resides: in that grace, which is its source. (Modernized)

Here's a more concise version:

Grace dwells within me, warmed by the smile it inspires."
Act I,Scene II,King Claudius,"No jocund health that Denmark drinks to-day,",316, Denmark isn't celebrating with good cheer today.
Act I,Scene II,King Claudius,"But the great cannon to the clouds shall tell,",317, Yet the powerful cannon will echo skyward.
Act I,Scene II,King Claudius,"And the king's rouse the heavens all bruit again,",318, And the king's actions were echoed throughout the heavens once more.
Act I,Scene II,King Claudius,Re-speaking earthly thunder. Come away.,319, Returning a human-like roar of thunder. Let's go.
Act I,Scene II,[stage direction],Exeunt all but HAMLET,," Everyone leaves, except for Hamlet."
Act I,Scene II,Hamlet,"O, that this too too solid flesh would melt",320," Oh, if only this overly physical body could dissolve."
Act I,Scene II,Hamlet,Thaw and resolve itself into a dew!,321, Melt and turn into droplets of dew!
Act I,Scene II,Hamlet,Or that the Everlasting had not fix'd,322, Or that Eternity hadn't set it in stone
Act I,Scene II,Hamlet,His canon 'gainst self-slaughter! O God! God!,323," His command against suicide! Oh, God! God! [in a more casual, contemporary tone]"
Act I,Scene II,Hamlet,"How weary, stale, flat and unprofitable,",324," How tedious, dull, devoid of charm, and unproductive"
Act I,Scene II,Hamlet,Seem to me all the uses of this world!,325, appear as if every use of this world to me!
Act I,Scene II,Hamlet,"Fie on't! ah fie! 'tis an unweeded garden,",326, Blast it! No way! It's a neglected patch of land.
Act I,Scene II,Hamlet,That grows to seed; things rank and gross in nature,327," Things that grow to produce seeds, typically those with strong, unpleasant characteristics in nature."
Act I,Scene II,Hamlet,Possess it merely. That it should come to this!,328, Merely have it. How unfortunate this has become!
Act I,Scene II,Hamlet,"But two months dead: nay, not so much, not two:",329," Yet barely two weeks deceased: no, not even that."
Act I,Scene II,Hamlet,"So excellent a king; that was, to this,",330, Such an outstanding king; there has been none like him since then.
Act I,Scene II,Hamlet,Hyperion to a satyr; so loving to my mother,331, As affectionate to my mom as Hyperion was to a satyr.
Act I,Scene II,Hamlet,That he might not beteem the winds of heaven,332, So that he wouldn't be tossed about by heavenly gusts
Act I,Scene II,Hamlet,Visit her face too roughly. Heaven and earth!,333," Treat her face harshly, goodness gracious! (informal)

or

Be too rough on her face, for heaven's sake! (slightly more formal)"
Act I,Scene II,Hamlet,"Must I remember? why, she would hang on him,",334," Should I recall? Well, she'd cling to him."
Act I,Scene II,Hamlet,As if increase of appetite had grown,335, As if my appetite had grown more and more intense
Act I,Scene II,Hamlet,"By what it fed on: and yet, within a month--",336," On what it consumed: However, within a month--"
Act I,Scene II,Hamlet,"Let me not think on't--Frailty, thy name is woman!--",337," Let's not dwell on that - Fragility, it's synonymous with being female."
Act I,Scene II,Hamlet,"A little month, or ere those shoes were old",338," A short month, or before those shoes got worn out."
Act I,Scene II,Hamlet,"With which she follow'd my poor father's body,",339," With it, she accompanied my late father's remains."
Act I,Scene II,Hamlet,"Like Niobe, all tears:--why she, even she--",340," Like Niobe, all tears flowed: Why wouldn't she too? (using more common phrasing)"
Act I,Scene II,Hamlet,"O, God! a beast, that wants discourse of reason,",341," Oh, God! A creature lacking rational conversation,"
Act I,Scene II,Hamlet,"Would have mourn'd longer--married with my uncle,",342, I would have grieved for a longer time if I had married my uncle.
Act I,Scene II,Hamlet,"My father's brother, but no more like my father",343," My uncle, yet unlike my dad."
Act I,Scene II,Hamlet,Than I to Hercules: within a month:,344," To him, I said: ""By the end of this month..."""
